2010,12,7,1300,29.2,12,281,18,0
2010,12,7,1400,30.5,10,292,12,0
2010,12,7,1600,26.5,5,254,8,0
2010,12,7,1700,25.1,4,297,5,0
2010,12,7,1800,24.3,3,266,5,0
2010,12,7,1900,23.6,1,255,2,0
2010,12,7,2000,24.7,4,264,7,0
2010,12,7,2100,25.4,6,260,7,0
2010,12,7,2200,26,8,264,10,0
2010,12,7,2300,26.7,6,260,7,0
2010,12,8,0,27.6,7,260,9,0
2010,12,8,100,27.9,3,260,6,0
2010,12,8,200,28.1,5,266,6,0
2010,12,8,300,29.5,7,256,12,0
2010,12,8,400,29.1,9,263,14,0
2010,12,8,500,28.2,5,255,7,0
2010,12,8,600,28.1,6,261,8,0
2010,12,8,700,28.5,12,263,21,0
2010,12,8,800,29.2,10,264,13,0
2010,12,8,900,30.1,8,267,12,0
2010,12,8,1000,31.7,13,185,21,0.1
2010,12,8,1100,32.7,15,217,22,0.1
2010,12,8,1200,37.3,23,307,34,0.2
2010,12,8,1300,35.7,13,302,19,0.2
2010,12,8,1300,35.9,14,275,34,0.2
2010,12,8,1400,33.8,11,198,14,0.1
2010,12,8,1400,34.3,11,254,19,0.1
2010,12,8,1500,31.4,11,298,16,0
2010,12,8,1500,32.3,10,257,26,0.1
2010,12,8,1600,30.1,8,303,16,0
2010,12,8,1600,30.8,11,290,24,0
2010,12,8,1700,28.9,11,282,16,0
2010,12,8,1700,29.6,9,277,22,0
2010,12,8,1800,28.4,7,261,11,0
2010,12,8,1800,28.8,8,270,21,0
2010,12,8,1900,26.4,4,254,6,0
2010,12,8,1900,27.8,5,264,14,0
2010,12,8,2000,25.4,3,262,4,0
2010,12,8,2000,25.8,4,256,8,0
2010,12,8,2100,25.5,4,262,11,0
2010,12,8,2100,25.6,7,268,10,0
2010,12,8,2200,25.7,6,262,12,0
2010,12,8,2200,25.8,8,263,12,0
2010,12,8,2300,25.6,2,267,4,0
2010,12,8,2300,25.6,4,263,12,0
2010,12,9,0,25.5,5,266,8,0
2010,12,9,0,25.6,4,263,10,0
2010,12,9,100,25.3,6,259,8,0
2010,12,9,100,25.4,5,264,8,0
2010,12,9,200,24.1,7,214,8,0.2
2010,12,9,200,24.6,5,245,9,0
2010,12,9,300,24.1,1,264,2,0
2010,12,9,300,24.1,3,259,10,0.2
2010,12,9,400,23.8,4,238,6,0.6
2010,12,9,400,24,3,267,5,0.1
2010,12,9,500,23.4,7,344,8,1.5
2010,12,9,500,23.5,4,90,8,1.3
2010,12,9,600,23.3,4,328,11,1.5
2010,12,9,600,23.3,5,318,6,1.5
2010,12,9,700,23,7,-7999,9,1.5
2010,12,9,700,23.2,5,318,13,1.5
2010,12,9,800,22.8,9,316,13,1.5
2010,12,9,800,22.9,7,197,13,1.5
2010,12,9,900,26.3,9,260,16,1.5
2010,12,9,900,31.3,11,-7999,17,1.6
2010,12,9,1000,31.3,12,201,20,1.6
2010,12,9,1000,32.4,8,232,15,1.7
2010,12,9,1100,32.6,15,329,20,1.5
2010,12,9,1100,33.2,9,270,19,1.6
2010,12,9,1200,29,11,295,19,1.4
2010,12,9,1200,30.9,12,309,23,1.5
2010,12,9,1300,28.8,15,299,27,1.4
2010,12,9,1400,27.4,18,281,44,1.3
2010,12,9,1400,27.7,12,325,22,1.3
2010,12,9,1500,26.9,12,310,19,1.2
2010,12,9,1500,27,15,257,28,1.3
2010,12,9,1600,25.7,9,288,14,1.2
2010,12,9,1600,26.5,10,314,21,1.2
2010,12,9,1700,25,18,281,26,0
2010,12,9,1700,25.3,9,256,23,0.5
2010,12,9,1800,24.7,25,262,34,0
2010,12,9,1800,25,20,270,42,0
2010,12,9,1900,24.5,20,274,29,0
2010,12,9,1900,24.6,20,268,40,0
2010,12,9,2000,24.5,18,269,40,0
2010,12,9,2000,24.7,16,268,23,0
2010,12,9,2100,24.2,13,284,18,0
2010,12,9,2100,24.4,21,270,41,0
2010,12,9,2200,24.3,11,272,19,0
2010,12,9,2200,24.4,17,266,22,0
2010,12,9,2300,24.3,20,269,34,0
2010,12,9,2300,24.3,23,270,26,0
2010,12,10,0,24.1,16,270,20,0
2010,12,10,0,24.3,22,270,33,0
2010,12,10,100,23.6,15,270,20,0
2010,12,10,100,23.7,14,269,27,0
2010,12,10,200,23.7,14,268,26,0
2010,12,10,200,24.1,13,266,17,0
2010,12,10,300,24.3,17,262,34,0
2010,12,10,300,24.7,21,260,27,0
2010,12,10,400,23.7,6,269,9,0
2010,12,10,400,24.2,13,267,44,0
2010,12,10,500,23.7,5,267,12,0
2010,12,10,500,24,5,260,10,0
2010,12,10,600,23.2,3,194,7,0
2010,12,10,600,23.7,5,266,10,0
2010,12,10,700,22.4,4,116,6,0.7
2010,12,10,700,23.1,5,209,11,0.2
2010,12,10,800,21.4,8,-7999,12,1.5
2010,12,10,800,22.2,9,31,19,1.3
2010,12,10,900,20.4,7,-7999,15,1.4
2010,12,10,900,20.9,13,0,34,1.5
2010,12,10,1000,20.3,5,71,15,1.4
2010,12,10,1100,21,2,290,3,1.4
2010,12,10,1100,21,5,122,12,1.4
2010,12,10,1200,21.2,4,110,12,1.4
2010,12,10,1300,21.1,6,85,12,1.3
2010,12,10,1400,20.6,5,-4678,18,1.3
2010,12,10,1500,19.9,4,-3845,10,1.3
2010,12,10,1600,19.7,3,-7999,6,1.3
2010,12,10,1700,19.4,4,-5217,6,0.8
2010,12,10,1800,18.6,2,316,5,0
2010,12,10,1900,18.1,4,-4531,8,0
2010,12,10,2000,17.4,3,305,7,0
2010,12,10,2100,17.3,2,291,5,0
2010,12,10,2200,17.1,2,287,6,0
2010,12,10,2300,16.7,5,285,8,0
2010,12,11,0,16.3,5,283,8,0
2010,12,11,100,16.1,5,280,8,0
2010,12,11,200,16,4,278,11,0
2010,12,11,300,15.5,5,-1762,9,0
2010,12,11,400,15.4,4,298,8,0
2010,12,11,500,15.1,4,285,7,0
2010,12,11,600,14.6,4,279,9,0
2010,12,11,700,14.1,4,275,15,0
2010,12,11,800,14.2,3,-1104,8,0
2010,12,11,900,15.5,4,281,10,0
2010,12,11,1000,20.4,6,-1106,11,0
2010,12,11,1100,23.4,8,260,17,0
2010,12,11,1200,22.2,10,311,17,0
2010,12,11,1300,22.6,12,300,16,0
2010,12,11,1400,21.1,6,263,17,0
2010,12,11,1500,20.7,3,273,6,0
2010,12,11,1600,20.1,0,247,6,0
2010,12,11,1700,18.4,0,243,0,0
2010,12,11,1800,17.3,0,243,0,0
2010,12,11,1900,16.9,0,243,0,0
2010,12,11,2000,17.1,0,243,0,0
2010,12,11,2100,17.3,0,243,0,0
2010,12,11,2200,16.9,0,243,0,0
2010,12,11,2300,16.8,0,243,0,0
2010,12,12,0,17.3,0,243,0,0
2010,12,12,100,17.7,0,243,0,0
