2010,12,7,1900,20,93,10,19,222,0.3,0,39.7
2010,12,7,2000,18,93,12,18,220,0.3,0,39.7
2010,12,7,2100,18,89,16,23,222,0.3,0,39.7
2010,12,7,2200,20,85,18,23,216,0.3,0,39.7
2010,12,7,2300,21,82,12,17,227,0.4,0,39.8
2010,12,7,2400,23,73,10,17,227,0.4,0,39.7
2010,12,8,100,23,82,13,21,225,0.4,0,39.5
2010,12,8,200,21,88,15,21,229,0.4,0,40
2010,12,8,300,24,77,15,23,238,0.4,0,40
2010,12,8,400,22,86,17,24,228,0.4,0,39.6
2010,12,8,500,22,80,21,28,228,0.5,0,39.6
2010,12,8,600,21,85,22,29,228,0.4,0,39.4
2010,12,8,700,23,75,23,30,231,0.4,0,39.4
2010,12,8,800,25,69,22,28,231,0.4,0,39.5
2010,12,8,900,26,65,19,29,229,0.4,0,39.5
2010,12,8,1000,26,71,23,32,229,0.3,0,39.4
2010,12,8,1100,27,76,27,42,219,0.2,0,39.3
2010,12,8,1200,26,77,29,41,218,0.2,0,39.3
2010,12,8,1300,25,80,26,42,213,0.2,0,39.3
2010,12,8,1400,25,84,26,35,222,0.2,0,39.3
2010,12,8,1500,24,85,24,35,216,0.2,0,39.2
2010,12,8,1600,24,88,21,32,217,0.2,0,39.2
2010,12,8,1700,24,89,22,34,228,0.2,0,39.1
2010,12,8,1800,23,94,18,29,232,0.2,0,39.1
2010,12,8,1900,22,95,18,28,234,0.1,0.01,38.5
2010,12,8,2000,22,95,19,31,235,0.1,0,38.7
2010,12,8,2100,22,97,19,30,237,0.3,0.01,38.8
2010,12,8,2200,21,96,19,30,236,0.2,0,38.5
2010,12,8,2300,21,93,19,27,231,0.2,0,38.2
2010,12,8,2400,21,93,17,29,231,0.3,0,38.2
2010,12,9,100,21,92,20,29,235,0.2,0,38.4
2010,12,9,200,20,96,17,30,238,0.2,0,39
2010,12,9,300,20,89,21,45,240,0.4,0,39.1
2010,12,9,400,20,89,22,45,244,0.4,0,39.3
2010,12,9,500,19,90,17,36,242,0.3,0,39.2
2010,12,9,600,19,88,15,33,256,0.3,0,39.2
2010,12,9,700,18,92,17,32,254,0.3,0,39.1
2010,12,9,800,18,92,19,40,262,0.3,0,39.1
2010,12,9,900,18,87,14,27,256,0.3,0,39.1
2010,12,9,1000,20,78,8,15,234,0.2,0,38.9
2010,12,9,1100,23,68,11,19,231,0.1,0,38.9
2010,12,9,1200,24,62,14,25,230,0.2,0,39.1
2010,12,9,1300,23,66,13,32,230,0.3,0,39.1
2010,12,9,1400,23,66,15,30,228,0.2,0,39
2010,12,9,1500,23,70,18,30,227,0.2,0,39
2010,12,9,1600,21,75,13,28,236,0.2,0,38.8
2010,12,9,1700,20,78,20,34,231,0.2,0,38.9
2010,12,9,1800,19,81,21,34,237,0.2,0,38.8
2010,12,9,1900,19,79,21,31,233,0.2,0,38.8
2010,12,9,2000,18,79,19,29,233,0.2,0,38.8
2010,12,9,2100,18,74,19,29,227,0.2,0,38.8
2010,12,9,2200,18,72,20,34,223,0.2,0,38.8
2010,12,9,2300,18,74,20,32,217,0.2,0,38.8
2010,12,9,2400,18,75,22,34,209,0.2,0,38.8
2010,12,10,100,17,78,23,37,207,0.2,0,38.8
2010,12,10,200,17,88,32,46,220,0.2,0,38.7
2010,12,10,300,17,85,37,49,224,0.2,0,38.6
2010,12,10,400,18,88,29,42,226,0.2,0,38.6
2010,12,10,500,19,81,26,43,221,0.3,0,38.7
2010,12,10,600,21,81,32,51,222,0.2,0,38.6
2010,12,10,700,20,96,23,54,249,0.8,0.03,38.9
2010,12,10,800,16,94,32,62,273,1.3,0.07,39.5
2010,12,10,900,15,93,28,62,268,1.5,0.01,39.7
2010,12,10,1000,14,87,21,53,256,0.2,0,39.6
2010,12,10,1100,15,84,24,46,257,0.2,0,39.6
2010,12,10,1200,14,78,21,50,262,0.3,0,39.7
2010,12,10,1300,15,78,19,41,256,0.3,0,39.6
2010,12,10,1400,14,80,19,39,250,0.3,0,39.5
2010,12,10,1500,14,80,15,29,249,0.3,0,39.4
2010,12,10,1600,14,80,15,36,258,0.4,0,39.4
2010,12,10,1700,13,81,19,37,270,0.4,0,39.4
2010,12,10,1800,12,85,15,27,245,0.5,0,39.3
2010,12,10,1900,12,84,15,32,250,0.5,0,39.3
2010,12,10,2000,11,84,16,33,262,0.6,0,39.3
2010,12,10,2100,11,84,16,30,260,0.6,0.01,39.4
2010,12,10,2200,11,85,15,32,273,0.6,0,39.4
2010,12,10,2300,11,88,13,30,271,0.6,0,39.3
2010,12,10,2400,11,85,16,36,272,0.6,0,39.4
2010,12,11,100,11,89,16,34,264,0.6,0,39.2
2010,12,11,200,11,91,19,38,268,0.6,0,38.8
2010,12,11,300,11,87,15,39,273,0.5,0,38.8
2010,12,11,400,11,87,15,32,281,0.6,0,39.1
2010,12,11,500,11,87,12,30,278,0.5,0,39
2010,12,11,600,11,86,16,32,279,0.6,0,38.7
2010,12,11,700,10,84,13,27,275,0.6,0,38.8
2010,12,11,800,10,83,13,32,275,0.6,0,39
2010,12,11,900,11,76,13,30,273,0.6,0,39
2010,12,11,1000,13,76,12,28,260,0.1,0,39
2010,12,11,1100,14,83,12,22,246,0.1,0,39.3
2010,12,11,1200,17,76,19,30,231,0.2,0,39.1
2010,12,11,1300,17,76,16,27,233,0.3,0,39.2
2010,12,11,1400,16,74,17,26,228,0.1,0,39
2010,12,11,1500,15,76,15,23,228,0.1,0,38.8
2010,12,11,1600,14,81,13,21,226,0.1,0,38.8
2010,12,11,1700,13,83,12,19,225,0.1,0,38.8
2010,12,11,1800,12,80,14,22,224,0.1,0,38.8
2010,12,11,1900,12,85,17,28,219,0.1,0,38.8
2010,12,11,2000,12,92,16,25,220,0.3,0,39
2010,12,11,2100,12,92,9,17,190,0.8,0.03,39.4
2010,12,11,2200,12,95,15,24,204,1.2,0.04,39.9
2010,12,11,2300,13,94,18,28,219,1.5,0.02,40.1
2010,12,11,2400,15,95,17,26,229,2,0.02,40.7
2010,12,12,100,17,97,17,26,236,2.2,0.04,41
